,movie,year,imdb,votes,metascore
2253,The Intouchables,(2011),8.5,681987,57
2254,Captain America: The First Avenger,(2011),6.9,673378,66
2255,X: First Class,(2011),7.7,612680,65
2256,Drive,(I) (2011),7.8,524092,78
2257,Limitless,(I) (2011),7.4,494543,59
2258,Rise of the Planet of the Apes,(2011),7.6,474424,68
2259,Source Code,(2011),7.5,453871,74
2260,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,449572,45
2261,"Crazy, Stupid, Love.",(2011),7.4,438468,68
2262,The Hangover Part II,(2011),6.5,434662,44
2263,Mission: Impossible - Ghost Protocol,(2011),7.4,429811,73
2264,Warrior,(2011),8.2,405356,71
2265,Horrible Bosses,(2011),6.9,400060,57
2266,Sherlock Holmes: A Game of Shadows,(2011),7.5,395692,48
2267,The Help,(2011),8.1,394481,62
2268,The Girl with the Dragon Tattoo,(2011),7.8,389055,71
2269,Transformers: Dark of the Moon,(2011),6.2,367441,42
2270,Midnight in Paris,(2011),7.7,357978,81
2271,In Time,(2011),6.7,347368,53
2272,The Cabin in the Woods,(2011),7.0,340364,72
2273,Black Mirror,(2011– ),8.9,336203,NaN
2274,Fast Five,(2011),7.3,331143,66
2275,Suits,(2011– ),8.5,329274,NaN
2276,Moneyball,(2011),7.6,328275,87
2277,Super 8,(2011),7.0,321407,72
2278,Friends with Benefits,(2011),6.6,318656,63
2279,50/50,(2011),7.7,301728,72
2280,Hugo,(2011),7.5,285722,83
2281,Real Steel,(2011),7.1,284235,56
2282,Homeland,(2011– ),8.3,281041,NaN
2283,Green Lantern,(2011),5.5,253013,39
2284,Bridesmaids,(I) (2011),6.8,250486,75
2285,American Horror Story,(2011– ),8.1,250337,NaN
2286,Unknown,(I) (2011),6.9,235796,56
2287,Kung Fu Panda 2,(2011),7.2,230189,67
2288,The Grey,(2011),6.8,229439,64
2289,The Adjustment Bureau,(2011),7.1,228419,60
2290,The Descendants,(2011),7.3,223976,84
2291,Paul,(2011),7.0,221309,57
2292,Sucker Punch,(2011),6.1,218909,33
2293,I Am Number Four,(2011),6.1,218368,36
2294,The Artist,(I) (2011),7.9,217746,89
2295,Rango,(2011),7.2,217088,75
2296,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,209214,45
2297,The Ides of March,(2011),7.1,207754,67
2298,The Adventures of Tintin,(2011),7.3,203117,68
2299,Just Go with It,(2011),6.4,202793,33
2300,Game of Thrones,(2011–2019),9.4,1565378,NaN
2301,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,695721,87
2302,Thor,(2011),7.0,688206,57
2303,The Intouchables,(2011),8.5,681987,57
2304,Captain America: The First Avenger,(2011),6.9,673378,66
2305,X: First Class,(2011),7.7,612680,65
2306,Drive,(I) (2011),7.8,524092,78
2307,Limitless,(I) (2011),7.4,494543,59
2308,Rise of the Planet of the Apes,(2011),7.6,474424,68
2309,Source Code,(2011),7.5,453871,74
2310,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,449572,45
2311,"Crazy, Stupid, Love.",(2011),7.4,438468,68
2312,The Hangover Part II,(2011),6.5,434662,44
2313,Mission: Impossible - Ghost Protocol,(2011),7.4,429811,73
2314,Warrior,(2011),8.2,405356,71
2315,Horrible Bosses,(2011),6.9,400060,57
2316,Sherlock Holmes: A Game of Shadows,(2011),7.5,395692,48
2317,The Help,(2011),8.1,394481,62
2318,The Girl with the Dragon Tattoo,(2011),7.8,389055,71
2319,Transformers: Dark of the Moon,(2011),6.2,367441,42
2320,Midnight in Paris,(2011),7.7,357978,81
2321,In Time,(2011),6.7,347368,53
2322,The Cabin in the Woods,(2011),7.0,340364,72
2323,Black Mirror,(2011– ),8.9,336203,NaN
2324,Fast Five,(2011),7.3,331143,66
2325,Suits,(2011– ),8.5,329274,NaN
2326,Moneyball,(2011),7.6,328275,87
2327,Super 8,(2011),7.0,321407,72
2328,Friends with Benefits,(2011),6.6,318656,63
2329,50/50,(2011),7.7,301728,72
2330,Hugo,(2011),7.5,285722,83
2331,Real Steel,(2011),7.1,284235,56
2332,Homeland,(2011– ),8.3,281041,NaN
2333,Green Lantern,(2011),5.5,253013,39
2334,Bridesmaids,(I) (2011),6.8,250486,75
2335,American Horror Story,(2011– ),8.1,250337,NaN
2336,Unknown,(I) (2011),6.9,235796,56
2337,Kung Fu Panda 2,(2011),7.2,230189,67
2338,The Grey,(2011),6.8,229439,64
2339,The Adjustment Bureau,(2011),7.1,228419,60
2340,The Descendants,(2011),7.3,223976,84
2341,Paul,(2011),7.0,221309,57
2342,Sucker Punch,(2011),6.1,218909,33
2343,I Am Number Four,(2011),6.1,218368,36
2344,The Artist,(I) (2011),7.9,217746,89
2345,Rango,(2011),7.2,217088,75
2346,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,209214,45
2347,The Ides of March,(2011),7.1,207754,67
2348,The Adventures of Tintin,(2011),7.3,203117,68
2349,Just Go with It,(2011),6.4,202793,33
2350,Game of Thrones,(2011–2019),9.4,1565378,NaN
2351,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,695721,87
2352,Thor,(2011),7.0,688206,57
2353,The Intouchables,(2011),8.5,681987,57
2354,Captain America: The First Avenger,(2011),6.9,673378,66
2355,X: First Class,(2011),7.7,612680,65
2356,Drive,(I) (2011),7.8,524092,78
2357,Limitless,(I) (2011),7.4,494543,59
2358,Rise of the Planet of the Apes,(2011),7.6,474424,68
2359,Source Code,(2011),7.5,453871,74
2360,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,449572,45
2361,"Crazy, Stupid, Love.",(2011),7.4,438468,68
2362,The Hangover Part II,(2011),6.5,434662,44
2363,Mission: Impossible - Ghost Protocol,(2011),7.4,429811,73
2364,Warrior,(2011),8.2,405356,71
2365,Horrible Bosses,(2011),6.9,400060,57
2366,Sherlock Holmes: A Game of Shadows,(2011),7.5,395692,48
2367,The Help,(2011),8.1,394481,62
2368,The Girl with the Dragon Tattoo,(2011),7.8,389055,71
2369,Transformers: Dark of the Moon,(2011),6.2,367441,42
2370,Midnight in Paris,(2011),7.7,357978,81
2371,In Time,(2011),6.7,347368,53
2372,The Cabin in the Woods,(2011),7.0,340364,72
2373,Black Mirror,(2011– ),8.9,336203,NaN
2374,Fast Five,(2011),7.3,331143,66
2375,Suits,(2011– ),8.5,329274,NaN
2376,Moneyball,(2011),7.6,328275,87
2377,Super 8,(2011),7.0,321407,72
2378,Friends with Benefits,(2011),6.6,318656,63
2379,50/50,(2011),7.7,301728,72
2380,Hugo,(2011),7.5,285722,83
2381,Real Steel,(2011),7.1,284235,56
2382,Homeland,(2011– ),8.3,281041,NaN
2383,Green Lantern,(2011),5.5,253013,39
2384,Bridesmaids,(I) (2011),6.8,250486,75
2385,American Horror Story,(2011– ),8.1,250337,NaN
2386,Unknown,(I) (2011),6.9,235796,56
2387,Kung Fu Panda 2,(2011),7.2,230189,67
2388,The Grey,(2011),6.8,229439,64
2389,The Adjustment Bureau,(2011),7.1,228419,60
2390,The Descendants,(2011),7.3,223976,84
2391,Paul,(2011),7.0,221309,57
2392,Sucker Punch,(2011),6.1,218909,33
2393,I Am Number Four,(2011),6.1,218368,36
2394,The Artist,(I) (2011),7.9,217746,89
2395,Rango,(2011),7.2,217088,75
2396,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,209214,45
2397,The Ides of March,(2011),7.1,207754,67
2398,The Adventures of Tintin,(2011),7.3,203117,68
2399,Just Go with It,(2011),6.4,202793,33
2400,The Dark Knight Rises,(2012),8.4,1394627,78
2401,Django Unchained,(2012),8.4,1218658,81
2402,The Avengers,(2012),8.1,1189167,69
2403,The Hunger Games,(2012),7.2,797738,68
2404,The Hobbit: An Unexpected Journey,(2012),7.9,721378,58
2405,Silver Linings Playbook,(2012),7.7,623058,81
2406,Skyfall,(2012),7.8,594046,81
2407,Prometheus,(I) (2012),7.0,540544,64
2408,Ted,(2012),6.9,540276,62
2409,Life of Pi,(2012),7.9,538478,79
2410,Argo,(2012),7.7,536703,86
2411,The Amazing Spider-Man,(2012),7.0,528528,66
2412,Looper,(2012),7.4,502499,84
2413,21 Jump Street,(2012),7.2,479762,69
2414,The Perks of Being a Wallflower,(2012),8.0,424333,67
2415,Arrow,(2012– ),7.6,382062,NaN
2416,Wreck-It Ralph,(2012),7.7,347378,72
2417,Brave,(2012),7.1,341010,69
2418,Cloud Atlas,(2012),7.4,327371,55
2419,Men in Black 3,(2012),6.8,313115,58
2420,Flight,(I) (2012),7.3,304291,76
2421,Moonrise Kingdom,(2012),7.8,292943,84
2422,Les Misérables,(2012),7.6,287116,63
2423,Jack Reacher,(2012),7.0,285742,50
2424,The Expendables 2,(2012),6.6,278383,51
2425,Taken 2,(2012),6.3,274030,45
2426,The Bourne Legacy,(2012),6.7,269586,61
2427,Snow White and the Huntsman,(2012),6.1,259664,57
2428,Pitch Perfect,(2012),7.2,257771,66
2429,Zero Dark Thirty,(2012),7.4,252242,95
2430,The Dictator,(2012),6.4,252125,58
2431,Jagten,(2012),8.3,244436,77
2432,John Carter,(2012),6.6,242690,51
2433,Dredd,(2012),7.1,235417,60
2434,Dark Shadows,(2012),6.2,230755,55
2435,Chronicle,(2012),7.1,229893,69
2436,Lincoln,(2012),7.4,229490,86
2437,Total Recall,(I) (2012),6.3,229143,43
2438,The Place Beyond the Pines,(2012),7.3,227703,68
2439,Battleship,(2012),5.8,225832,41
2440,Seven Psychopaths,(2012),7.2,224354,66
2441,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,215944,52
2442,Lawless,(2012),7.3,214692,58
2443,End of Watch,(2012),7.6,212282,68
2444,Hotel Transylvania,(2012),7.1,205617,47
2445,Sinister,(I) (2012),6.8,199603,53
2446,Safe House,(2012),6.8,193349,52
2447,American Reunion,(2012),6.7,192787,49
2448,Lo imposible,(2012),7.6,178890,73
2449,Project X,(2012),6.7,178456,48
2450,The Dark Knight Rises,(2012),8.4,1394627,78
2451,Django Unchained,(2012),8.4,1218658,81
2452,The Avengers,(2012),8.1,1189167,69
2453,The Hunger Games,(2012),7.2,797738,68
2454,The Hobbit: An Unexpected Journey,(2012),7.9,721378,58
2455,Silver Linings Playbook,(2012),7.7,623058,81
2456,Skyfall,(2012),7.8,594046,81
2457,Prometheus,(I) (2012),7.0,540544,64
2458,Ted,(2012),6.9,540276,62
2459,Life of Pi,(2012),7.9,538478,79
2460,Argo,(2012),7.7,536703,86
2461,The Amazing Spider-Man,(2012),7.0,528528,66
2462,Looper,(2012),7.4,502499,84
2463,21 Jump Street,(2012),7.2,479762,69
2464,The Perks of Being a Wallflower,(2012),8.0,424333,67
2465,Arrow,(2012– ),7.6,382062,NaN
2466,Wreck-It Ralph,(2012),7.7,347378,72
2467,Brave,(2012),7.1,341010,69
2468,Cloud Atlas,(2012),7.4,327371,55
2469,Men in Black 3,(2012),6.8,313115,58
2470,Flight,(I) (2012),7.3,304291,76
2471,Moonrise Kingdom,(2012),7.8,292943,84
2472,Les Misérables,(2012),7.6,287116,63
2473,Jack Reacher,(2012),7.0,285742,50
2474,The Expendables 2,(2012),6.6,278383,51
2475,Taken 2,(2012),6.3,274030,45
2476,The Bourne Legacy,(2012),6.7,269586,61
2477,Snow White and the Huntsman,(2012),6.1,259664,57
2478,Pitch Perfect,(2012),7.2,257771,66
2479,Zero Dark Thirty,(2012),7.4,252242,95
2480,The Dictator,(2012),6.4,252125,58
2481,Jagten,(2012),8.3,244436,77
2482,John Carter,(2012),6.6,242690,51
2483,Dredd,(2012),7.1,235417,60
2484,Dark Shadows,(2012),6.2,230755,55
2485,Chronicle,(2012),7.1,229893,69
2486,Lincoln,(2012),7.4,229490,86
2487,Total Recall,(I) (2012),6.3,229143,43
2488,The Place Beyond the Pines,(2012),7.3,227703,68
2489,Battleship,(2012),5.8,225832,41
2490,Seven Psychopaths,(2012),7.2,224354,66
2491,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,215944,52
2492,Lawless,(2012),7.3,214692,58
2493,End of Watch,(2012),7.6,212282,68
2494,Hotel Transylvania,(2012),7.1,205617,47
2495,Sinister,(I) (2012),6.8,199603,53
2496,Safe House,(2012),6.8,193349,52
2497,American Reunion,(2012),6.7,192787,49
2498,Lo imposible,(2012),7.6,178890,73
2499,Project X,(2012),6.7,178456,48
2500,The Dark Knight Rises,(2012),8.4,1394627,78
2501,Django Unchained,(2012),8.4,1218658,81
2502,The Avengers,(2012),8.1,1189167,69
2503,The Hunger Games,(2012),7.2,797738,68
2504,The Hobbit: An Unexpected Journey,(2012),7.9,721378,58
2505,Silver Linings Playbook,(2012),7.7,623058,81
2506,Skyfall,(2012),7.8,594046,81
2507,Prometheus,(I) (2012),7.0,540544,64
2508,Ted,(2012),6.9,540276,62
2509,Life of Pi,(2012),7.9,538478,79
2510,Argo,(2012),7.7,536703,86
2511,The Amazing Spider-Man,(2012),7.0,528528,66
2512,Looper,(2012),7.4,502499,84
2513,21 Jump Street,(2012),7.2,479762,69
2514,The Perks of Being a Wallflower,(2012),8.0,424333,67
2515,Arrow,(2012– ),7.6,382062,NaN
2516,Wreck-It Ralph,(2012),7.7,347378,72
2517,Brave,(2012),7.1,341010,69
2518,Cloud Atlas,(2012),7.4,327371,55
2519,Men in Black 3,(2012),6.8,313115,58
2520,Flight,(I) (2012),7.3,304291,76
2521,Moonrise Kingdom,(2012),7.8,292943,84
2522,Les Misérables,(2012),7.6,287116,63
2523,Jack Reacher,(2012),7.0,285742,50
2524,The Expendables 2,(2012),6.6,278383,51
2525,Taken 2,(2012),6.3,274030,45
2526,The Bourne Legacy,(2012),6.7,269586,61
2527,Snow White and the Huntsman,(2012),6.1,259664,57
2528,Pitch Perfect,(2012),7.2,257771,66
2529,Zero Dark Thirty,(2012),7.4,252242,95
2530,The Dictator,(2012),6.4,252125,58
2531,Jagten,(2012),8.3,244436,77
2532,John Carter,(2012),6.6,242690,51
2533,Dredd,(2012),7.1,235417,60
2534,Dark Shadows,(2012),6.2,230755,55
2535,Chronicle,(2012),7.1,229893,69
2536,Lincoln,(2012),7.4,229490,86
2537,Total Recall,(I) (2012),6.3,229143,43
2538,The Place Beyond the Pines,(2012),7.3,227703,68
2539,Battleship,(2012),5.8,225832,41
2540,Seven Psychopaths,(2012),7.2,224354,66
2541,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,215944,52
2542,Lawless,(2012),7.3,214692,58
2543,End of Watch,(2012),7.6,212282,68
2544,Hotel Transylvania,(2012),7.1,205617,47
2545,Sinister,(I) (2012),6.8,199603,53
2546,Safe House,(2012),6.8,193349,52
2547,American Reunion,(2012),6.7,192787,49
2548,Lo imposible,(2012),7.6,178890,73
2549,Project X,(2012),6.7,178456,48
2550,The Dark Knight Rises,(2012),8.4,1394627,78
2551,Django Unchained,(2012),8.4,1218658,81
2552,The Avengers,(2012),8.1,1189167,69
2553,The Hunger Games,(2012),7.2,797738,68
2554,The Hobbit: An Unexpected Journey,(2012),7.9,721378,58
2555,Silver Linings Playbook,(2012),7.7,623058,81
2556,Skyfall,(2012),7.8,594046,81
2557,Prometheus,(I) (2012),7.0,540544,64
2558,Ted,(2012),6.9,540276,62
2559,Life of Pi,(2012),7.9,538478,79
2560,Argo,(2012),7.7,536703,86
2561,The Amazing Spider-Man,(2012),7.0,528528,66
2562,Looper,(2012),7.4,502499,84
2563,21 Jump Street,(2012),7.2,479762,69
2564,The Perks of Being a Wallflower,(2012),8.0,424333,67
2565,Arrow,(2012– ),7.6,382062,NaN
2566,Wreck-It Ralph,(2012),7.7,347378,72
2567,Brave,(2012),7.1,341010,69
2568,Cloud Atlas,(2012),7.4,327371,55
2569,Men in Black 3,(2012),6.8,313115,58
2570,Flight,(I) (2012),7.3,304291,76
2571,Moonrise Kingdom,(2012),7.8,292943,84
2572,Les Misérables,(2012),7.6,287116,63
2573,Jack Reacher,(2012),7.0,285742,50
2574,The Expendables 2,(2012),6.6,278383,51
2575,Taken 2,(2012),6.3,274030,45
2576,The Bourne Legacy,(2012),6.7,269586,61
2577,Snow White and the Huntsman,(2012),6.1,259664,57
2578,Pitch Perfect,(2012),7.2,257771,66
2579,Zero Dark Thirty,(2012),7.4,252242,95
2580,The Dictator,(2012),6.4,252125,58
2581,Jagten,(2012),8.3,244436,77
2582,John Carter,(2012),6.6,242690,51
2583,Dredd,(2012),7.1,235417,60
2584,Dark Shadows,(2012),6.2,230755,55
2585,Chronicle,(2012),7.1,229893,69
2586,Lincoln,(2012),7.4,229490,86
2587,Total Recall,(I) (2012),6.3,229143,43
2588,The Place Beyond the Pines,(2012),7.3,227703,68
2589,Battleship,(2012),5.8,225832,41
2590,Seven Psychopaths,(2012),7.2,224354,66
2591,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,215944,52
2592,Lawless,(2012),7.3,214692,58
2593,End of Watch,(2012),7.6,212282,68
2594,Hotel Transylvania,(2012),7.1,205617,47
2595,Sinister,(I) (2012),6.8,199603,53
2596,Safe House,(2012),6.8,193349,52
2597,American Reunion,(2012),6.7,192787,49
2598,Lo imposible,(2012),7.6,178890,73
2599,Project X,(2012),6.7,178456,48
2600,The Wolf of Wall Street,(2013),8.2,1042661,75
2601,Gravity,(2013),7.7,713591,96
2602,Iron Man Three,(2013),7.2,697599,62
2603,Man of Steel,(2013),7.1,650192,55
2604,12 Years a Slave,(2013),8.1,580381,96
2605,The Hunger Games: Catching Fire,(2013),7.5,577423,76
2606,The Hobbit: The Desolation of Smaug,(2013),7.8,567392,66
2607,World War Z,(2013),7.0,556326,63
2608,Now You See Me,(I) (2013),7.3,555494,50
2609,Thor: The Dark World,(2013),6.9,545291,54
2610,Prisoners,(2013),8.1,529815,74
2611,Frozen,(I) (2013),7.5,519930,74
2612,Her,(2013),8.0,470351,90
2613,Oblivion,(I) (2013),7.0,455883,54
2614,Star Trek Into Darkness,(2013),7.7,446572,72
2615,Pacific Rim,(2013),6.9,445262,65
2616,The Great Gatsby,(2013),7.3,435696,55
2617,House of Cards,(2013–2018),8.8,433642,NaN
2618,American Hustle,(2013),7.2,419767,90
2619,Dallas Buyers Club,(2013),8.0,404367,84
2620,The Wolverine,(2013),6.7,403639,61
2621,The Conjuring,(2013),7.5,400719,68
2622,Elysium,(I) (2013),6.6,397171,61
2623,Rush,(I) (2013),8.1,395620,75
2624,Captain Phillips,(2013),7.8,389138,83
2625,We're the Millers,(2013),7.0,373419,44
2626,This Is the End,(2013),6.6,361948,67
2627,Furious 6,(2013),7.1,347957,61
2628,Vikings,(2013– ),8.6,346920,NaN
2629,Despicable Me 2,(2013),7.4,346056,62
2630,Monsters University,(2013),7.3,294059,65
2631,Rick and Morty,(2013– ),9.3,281189,NaN
2632,The Secret Life of Walter Mitty,(2013),7.3,276153,54
2633,The Hangover Part III,(2013),5.8,272231,30
2634,About Time,(I) (2013),7.8,265744,55
2635,Orange Is the New Black,(2013– ),8.1,256999,NaN
2636,Lone Survivor,(2013),7.5,247744,60
2637,Snowpiercer,(2013),7.1,241761,84
2638,Kick-Ass 2,(2013),6.6,239886,41
2639,The World's End,(2013),7.0,236946,81
2640,Olympus Has Fallen,(2013),6.5,236393,41
2641,Don Jon,(2013),6.6,216988,66
2642,Escape Plan,(2013),6.7,212843,49
2643,Ender's Game,(2013),6.6,212382,51
2644,The Lone Ranger,(2013),6.4,209575,37
2645,Warm Bodies,(2013),6.9,209258,60
2646,Peaky Blinders,(2013– ),8.8,208139,NaN
2647,Hannibal,(2013–2015),8.5,204116,NaN
2648,Gangster Squad,(2013),6.7,196059,40
2649,White House Down,(2013),6.4,192571,52
2650,The Wolf of Wall Street,(2013),8.2,1042661,75
2651,Gravity,(2013),7.7,713591,96
2652,Iron Man Three,(2013),7.2,697599,62
2653,Man of Steel,(2013),7.1,650192,55
2654,12 Years a Slave,(2013),8.1,580381,96
2655,The Hunger Games: Catching Fire,(2013),7.5,577423,76
2656,The Hobbit: The Desolation of Smaug,(2013),7.8,567392,66
2657,World War Z,(2013),7.0,556326,63
2658,Now You See Me,(I) (2013),7.3,555494,50
2659,Thor: The Dark World,(2013),6.9,545291,54
2660,Prisoners,(2013),8.1,529815,74
2661,Frozen,(I) (2013),7.5,519930,74
2662,Her,(2013),8.0,470351,90
2663,Oblivion,(I) (2013),7.0,455883,54
2664,Star Trek Into Darkness,(2013),7.7,446572,72
2665,Pacific Rim,(2013),6.9,445262,65
2666,The Great Gatsby,(2013),7.3,435696,55
2667,House of Cards,(2013–2018),8.8,433642,NaN
2668,American Hustle,(2013),7.2,419767,90
2669,Dallas Buyers Club,(2013),8.0,404367,84
2670,The Wolverine,(2013),6.7,403639,61
2671,The Conjuring,(2013),7.5,400719,68
2672,Elysium,(I) (2013),6.6,397171,61
2673,Rush,(I) (2013),8.1,395620,75
2674,Captain Phillips,(2013),7.8,389138,83
2675,We're the Millers,(2013),7.0,373419,44
2676,This Is the End,(2013),6.6,361948,67
2677,Furious 6,(2013),7.1,347957,61
2678,Vikings,(2013– ),8.6,346920,NaN
2679,Despicable Me 2,(2013),7.4,346056,62
2680,Monsters University,(2013),7.3,294059,65
2681,Rick and Morty,(2013– ),9.3,281189,NaN
2682,The Secret Life of Walter Mitty,(2013),7.3,276153,54
2683,The Hangover Part III,(2013),5.8,272231,30
2684,About Time,(I) (2013),7.8,265744,55
2685,Orange Is the New Black,(2013– ),8.1,256999,NaN
2686,Lone Survivor,(2013),7.5,247744,60
2687,Snowpiercer,(2013),7.1,241761,84
2688,Kick-Ass 2,(2013),6.6,239886,41
2689,The World's End,(2013),7.0,236946,81
2690,Olympus Has Fallen,(2013),6.5,236393,41
2691,Don Jon,(2013),6.6,216988,66
2692,Escape Plan,(2013),6.7,212843,49
2693,Ender's Game,(2013),6.6,212382,51
2694,The Lone Ranger,(2013),6.4,209575,37
2695,Warm Bodies,(2013),6.9,209258,60
2696,Peaky Blinders,(2013– ),8.8,208139,NaN
2697,Hannibal,(2013–2015),8.5,204116,NaN
2698,Gangster Squad,(2013),6.7,196059,40
2699,White House Down,(2013),6.4,192571,52
2700,The Wolf of Wall Street,(2013),8.2,1042661,75
2701,Gravity,(2013),7.7,713591,96
2702,Iron Man Three,(2013),7.2,697599,62
2703,Man of Steel,(2013),7.1,650192,55
2704,12 Years a Slave,(2013),8.1,580381,96
2705,The Hunger Games: Catching Fire,(2013),7.5,577423,76
2706,The Hobbit: The Desolation of Smaug,(2013),7.8,567392,66
2707,World War Z,(2013),7.0,556326,63
2708,Now You See Me,(I) (2013),7.3,555494,50
2709,Thor: The Dark World,(2013),6.9,545291,54
2710,Prisoners,(2013),8.1,529815,74
2711,Frozen,(I) (2013),7.5,519930,74
2712,Her,(2013),8.0,470351,90
2713,Oblivion,(I) (2013),7.0,455883,54
2714,Star Trek Into Darkness,(2013),7.7,446572,72
2715,Pacific Rim,(2013),6.9,445262,65
2716,The Great Gatsby,(2013),7.3,435696,55
2717,House of Cards,(2013–2018),8.8,433642,NaN
2718,American Hustle,(2013),7.2,419767,90
2719,Dallas Buyers Club,(2013),8.0,404367,84
2720,The Wolverine,(2013),6.7,403639,61
2721,The Conjuring,(2013),7.5,400719,68
2722,Elysium,(I) (2013),6.6,397171,61
2723,Rush,(I) (2013),8.1,395620,75
2724,Captain Phillips,(2013),7.8,389138,83
2725,We're the Millers,(2013),7.0,373419,44
2726,This Is the End,(2013),6.6,361948,67
2727,Furious 6,(2013),7.1,347957,61
2728,Vikings,(2013– ),8.6,346920,NaN
2729,Despicable Me 2,(2013),7.4,346056,62
2730,Monsters University,(2013),7.3,294059,65
2731,Rick and Morty,(2013– ),9.3,281189,NaN
2732,The Secret Life of Walter Mitty,(2013),7.3,276153,54
2733,The Hangover Part III,(2013),5.8,272231,30
2734,About Time,(I) (2013),7.8,265744,55
2735,Orange Is the New Black,(2013– ),8.1,256999,NaN
2736,Lone Survivor,(2013),7.5,247744,60
2737,Snowpiercer,(2013),7.1,241761,84
2738,Kick-Ass 2,(2013),6.6,239886,41
2739,The World's End,(2013),7.0,236946,81
2740,Olympus Has Fallen,(2013),6.5,236393,41
2741,Don Jon,(2013),6.6,216988,66
2742,Escape Plan,(2013),6.7,212843,49
2743,Ender's Game,(2013),6.6,212382,51
2744,The Lone Ranger,(2013),6.4,209575,37
2745,Warm Bodies,(2013),6.9,209258,60
2746,Peaky Blinders,(2013– ),8.8,208139,NaN
2747,Hannibal,(2013–2015),8.5,204116,NaN
2748,Gangster Squad,(2013),6.7,196059,40
2749,White House Down,(2013),6.4,192571,52
2750,The Wolf of Wall Street,(2013),8.2,1042661,75
2751,Gravity,(2013),7.7,713591,96
2752,Iron Man Three,(2013),7.2,697599,62
2753,Man of Steel,(2013),7.1,650192,55
2754,12 Years a Slave,(2013),8.1,580381,96
2755,The Hunger Games: Catching Fire,(2013),7.5,577423,76
2756,The Hobbit: The Desolation of Smaug,(2013),7.8,567392,66
2757,World War Z,(2013),7.0,556326,63
2758,Now You See Me,(I) (2013),7.3,555494,50
2759,Thor: The Dark World,(2013),6.9,545291,54
2760,Prisoners,(2013),8.1,529815,74
2761,Frozen,(I) (2013),7.5,519930,74
2762,Her,(2013),8.0,470351,90
2763,Oblivion,(I) (2013),7.0,455883,54
2764,Star Trek Into Darkness,(2013),7.7,446572,72
2765,Pacific Rim,(2013),6.9,445262,65
2766,The Great Gatsby,(2013),7.3,435696,55
2767,House of Cards,(2013–2018),8.8,433642,NaN
2768,American Hustle,(2013),7.2,419767,90
2769,Dallas Buyers Club,(2013),8.0,404367,84
2770,The Wolverine,(2013),6.7,403639,61
2771,The Conjuring,(2013),7.5,400719,68
2772,Elysium,(I) (2013),6.6,397171,61
2773,Rush,(I) (2013),8.1,395620,75
2774,Captain Phillips,(2013),7.8,389138,83
2775,We're the Millers,(2013),7.0,373419,44
2776,This Is the End,(2013),6.6,361948,67
2777,Furious 6,(2013),7.1,347957,61
2778,Vikings,(2013– ),8.6,346920,NaN
2779,Despicable Me 2,(2013),7.4,346056,62
2780,Monsters University,(2013),7.3,294059,65
2781,Rick and Morty,(2013– ),9.3,281189,NaN
2782,The Secret Life of Walter Mitty,(2013),7.3,276153,54
2783,The Hangover Part III,(2013),5.8,272231,30
2784,About Time,(I) (2013),7.8,265744,55
2785,Orange Is the New Black,(2013– ),8.1,256999,NaN
2786,Lone Survivor,(2013),7.5,247744,60
2787,Snowpiercer,(2013),7.1,241761,84
2788,Kick-Ass 2,(2013),6.6,239886,41
2789,The World's End,(2013),7.0,236946,81
2790,Olympus Has Fallen,(2013),6.5,236393,41
2791,Don Jon,(2013),6.6,216988,66
2792,Escape Plan,(2013),6.7,212843,49
2793,Ender's Game,(2013),6.6,212382,51
2794,The Lone Ranger,(2013),6.4,209575,37
2795,Warm Bodies,(2013),6.9,209258,60
2796,Peaky Blinders,(2013– ),8.8,208139,NaN
2797,Hannibal,(2013–2015),8.5,204116,NaN
2798,Gangster Squad,(2013),6.7,196059,40
2799,White House Down,(2013),6.4,192571,52
2800,Interstellar,(2014),8.6,1310030,74
2801,Guardians of the Galaxy,(2014),8.1,956950,76
2802,Gone Girl,(2014),8.1,766539,79
2803,Captain America: The Winter Soldier,(2014),7.8,671584,70
2804,The Grand Budapest Hotel,(2014),8.1,637302,88
2805,The Imitation Game,(2014),8.0,624408,73
2806,X-Men: Days of Future Past,(2014),8.0,624200,75
2807,Whiplash,(2014),8.5,622539,88
2808,Edge of Tomorrow,(2014),7.9,549206,71
2809,Kingsman: The Secret Service,(2014),7.7,547555,60
2810,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,522337,87
2811,John Wick,(2014),7.4,462117,68
2812,True Detective,(2014– ),9.0,447973,NaN
2813,The Hobbit: The Battle of the Five Armies,(2014),7.4,440475,59
2814,Ex Machina,(2014),7.7,427436,78
2815,Nightcrawler,(2014),7.9,407701,76
2816,Lucy,(I) (2014),6.4,405006,61
